"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",923364,,
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",929005.4,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",932879.7,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",936279.8,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",941001.9,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",925537.5,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",848015.4,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",911664.8,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",911667.4,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",904586.6,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",938575.2,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",958346.2,"P","Provisional value"
"NLD","Netherlands","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",967231.5,"P","Provisional value"
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",195143.9,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",196159.5,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",197435.1,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",199554.1,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",200261.4,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",198142.5,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",179830.5,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",204517.5,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",202879.1,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",205584.5,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",211010.4,,
"NZL","New Zealand","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",201020.1,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",528109.3,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",530908.2,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",533737.4,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",534682.1,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",535246,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",530867.9,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",489542,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",523727.5,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",524449.5,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",531042.6,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",535497,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",545493.9,,
"SWE","Sweden","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",551621.6,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",585174,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",586858.5,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",589195.7,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",592212.9,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",595073,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",585865.4,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",549838.8,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",584285.3,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",583903,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",583431.4,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",594103.6,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",605187.9,,
"CHE","Switzerland","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",606914.2,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",2987608.3,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",3006787.5,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",3010778.5,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",3024597.1,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",3023243.6,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",2943509.6,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",2371012.3,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",2787658,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",2829541.9,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",2796426.4,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",2954380.5,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",2983595.9,,
"GBR","United Kingdom","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",3012335.3,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",19599441.9,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",19716605.5,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",19872943.3,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",20009172.1,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",20103034.6,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",19840974.9,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",18067737.3,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",19431406,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",19648120,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",19949500.4,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",20276821.2,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",20392591.3,,
"USA","United States","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",20739828.4,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",8832089.7,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",8926053.6,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",9021983,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",9111634.8,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",9111806,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",9116768.4,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",6914006.5,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",8629779.3,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",9155908.6,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",9264017.6,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",8290445,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",9428811.3,,
"IND","India","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","USD","US Dollar","6","Millions","2015","2015",9602263.5,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",57892090.3,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",58259208.8,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",58605520.9,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions","2015","2015",58866851.5,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions","2015","2015",58866498.4,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions","2015","2015",57850115.6,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions","2015","2015",51810771.1,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","6","Millions","2015","2015",56696748.3,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","6","Millions","2015","2015",57290253.2,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","6","Millions","2015","2015",57722656.3,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","USD","US Dollar","6","Millions","2015","2015",58703559.8,,
"OECD","OECD - Total","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","USD","US Dollar","6","Millions","2015","2015",59352685.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions","2015","2015",23754788.9,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions","2015","2015",23961586.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","VPVOBARSA","US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions","2015","2015",24067516.4,,
